OverlapSize	Count
0	279
1	235
2	107
3	79
4	124
5	84
6	109
7	145
8	171
9	292
10	352
11	347
12	351
13	548
14	364
15	274
16	224
17	450
18	276
19	54
20	65
21	84
22	83
23	55
24	277
25	96
26	166
27	30
28	40
29	146
30	6
31	70
32	1
33	24
34	6
35	1477
36	123
37	11
38	5
39	4
41	6
42	11
44	16
45	4
46	3
47	5
48	1
49	7
50	2
51	10
52	3
54	46
57	1
58	77
59	3
61	6
62	4
64	7
65	3
68	3
74	1
78	1
82	209
84	1
85	2
87	5
88	2
90	22
91	16
96	1
97	141
129	1
130	2
145	1
146	1
