OverlapSize	Count
0	268
1	195
2	105
3	68
4	165
5	241
6	138
7	160
8	280
9	382
10	768
11	465
12	492
13	770
14	674
15	448
16	408
17	629
18	441
19	127
20	161
21	96
22	104
23	108
24	411
25	128
26	243
27	43
28	74
29	267
30	8
31	130
32	3
33	28
34	10
35	2469
36	169
37	39
38	6
39	6
40	6
41	7
42	7
44	17
45	4
46	1
47	6
48	6
49	16
51	19
52	6
54	76
55	1
56	10
58	118
59	3
61	13
62	14
64	4
68	1
74	1
75	1
76	3
80	1
81	3
82	278
85	1
87	24
88	6
90	86
91	12
95	2
97	293
114	1
115	1
129	1
132	1
140	1
