OverlapSize	Count
0	173
1	123
2	65
3	43
4	79
5	69
6	124
7	99
8	155
9	198
10	348
11	293
12	264
13	422
14	286
15	256
16	175
17	324
18	223
19	76
20	102
21	87
22	62
23	49
24	167
25	56
26	99
27	17
28	46
29	137
30	6
31	86
32	1
33	15
34	6
35	1568
36	112
37	17
38	3
39	2
40	1
41	4
42	2
44	9
45	6
46	4
47	8
48	1
49	2
50	4
51	9
52	6
54	53
55	1
56	3
57	1
58	49
61	4
62	6
63	1
64	4
65	1
68	6
76	2
82	164
83	1
87	2
88	3
90	22
91	10
95	1
97	90
123	1
129	2
130	2
145	1
146	1
