OverlapSize	Count
0	418
1	330
2	194
3	123
4	195
5	182
6	148
7	229
8	335
9	479
10	707
11	531
12	662
13	1045
14	697
15	409
16	410
17	722
18	380
19	174
20	159
21	111
22	101
23	105
24	608
25	103
26	201
27	32
28	63
29	292
30	10
31	107
32	2
33	22
34	13
35	2400
36	149
37	33
38	4
39	2
40	2
41	16
42	12
44	15
45	3
46	3
47	9
49	9
50	1
51	12
52	2
54	95
55	1
56	11
58	103
61	7
62	6
63	1
64	10
68	3
76	1
77	1
78	2
81	1
82	324
84	1
87	11
88	2
90	52
91	21
97	243
106	1
114	1
129	1
130	2
131	2
146	1
