OverlapSize	Count
0	128
1	107
2	55
3	32
4	75
5	62
6	52
7	73
8	87
9	180
10	299
11	188
12	325
13	358
14	273
15	175
16	143
17	297
18	190
19	74
20	104
21	48
22	32
23	47
24	113
25	47
26	82
27	10
28	28
29	105
30	3
31	47
32	1
33	18
34	7
35	1335
36	80
37	23
38	5
40	3
41	2
42	2
44	8
45	2
47	6
49	9
50	1
51	7
52	2
54	37
56	2
58	19
61	9
62	4
64	4
68	3
71	1
72	1
76	3
77	1
81	1
82	133
85	2
88	3
90	9
91	1
95	1
97	68
129	1
