OverlapSize	Count
0	80
1	55
2	27
3	16
4	22
5	23
6	21
7	29
8	68
9	60
10	56
11	76
12	115
13	80
14	91
15	87
16	54
17	41
18	17
19	53
20	23
21	9
22	17
23	13
24	33
25	17
26	1
27	4
28	4
29	8
30	10
31	32
32	2
34	2
35	3
37	2
39	5
40	1
41	2
42	12
43	2
44	1
45	3
47	2
48	2
49	5
51	2
52	5
53	3
55	3
56	1
57	6
58	1
59	1
60	1
63	1
66	2
67	4
71	2
75	4
76	1
77	3
87	2
91	6
94	1
96	2
99	4
100	2
101	2
102	1
112	3
113	1
114	1
117	4
121	2
125	1
126	1
127	2
129	1
131	2
134	1
142	1
144	2
148	1
